;Unnamed: 0;URL;Osoite;Alue;Myyntihinta;Velaton hinta;Pinta-ala;Neliöhinta;Rahoitusvastike;Hoitovastike;Yhtiövastike;Muut kustannukset;Kerros;Huonekokoonpano;Huoneet;Vapautuminen;Parveke;Kylpyhuoneen varusteet;Sauna;Taloyhtiössä sauna;Säilytystilat;Näkymät;Tulevat remontit;Tehdyt remontit;Infoteksti;Kerroslukema
10;10;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623143;Tiilikentänpolku 8 D71, Kaleva, Tampere;Kaleva;81885.0;204910.0;32.0;6403.44;210.9;97.6;308.5;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;7 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";7.0
11;11;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623140;Tiilikentänpolku 8 D68, Kaleva, Tampere;Kaleva;80840.0;202290.0;32.0;6321.56;208.2;97.6;305.79999999999995;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;7 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";7.0
12;12;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623139;Tiilikentänpolku 8 D67, Kaleva, Tampere;Kaleva;101925.0;255050.0;46.5;5484.95;262.5;141.83;404.33000000000004;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;7 / 7;2 h + k + s;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";7.0
13;13;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623136;Tiilikentänpolku 8 D64, Kaleva, Tampere;Kaleva;90860.0;227360.0;35.5;6404.51;234.0;108.28;342.28;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;7 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";7.0
14;14;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623135;Tiilikentänpolku 8 D63, Kaleva, Tampere;Kaleva;79910.0;199960.0;32.0;6248.75;205.8;97.6;303.4;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;6 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";6.0
15;15;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623132;Tiilikentänpolku 8 D60, Kaleva, Tampere;Kaleva;78855.0;197330.0;32.0;6166.56;203.1;97.6;300.7;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;6 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";6.0
16;16;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623131;Tiilikentänpolku 8 D59, Kaleva, Tampere;Kaleva;99470.0;248920.0;46.5;5353.12;256.2;141.83;398.03;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;6 / 7;2 h + kt + s;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";6.0
17;17;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623128;Tiilikentänpolku 8 D56, Kaleva, Tampere;Kaleva;88645.0;221820.0;35.5;6248.45;228.3;108.28;336.58000000000004;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;6 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";6.0
18;18;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623127;Tiilikentänpolku 8 D55, Kaleva, Tampere;Kaleva;78855.0;197330.0;32.0;6166.56;203.1;97.6;300.7;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;5 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";5.0
19;19;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623124;Tiilikentänpolku 8 D52, Kaleva, Tampere;Kaleva;77695.0;194420.0;32.0;6075.63;200.1;97.6;297.7;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;5 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";5.0
20;20;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623123;Tiilikentänpolku 8 D51, Kaleva, Tampere;Kaleva;76525.0;191500.0;31.5;6079.37;197.1;96.08;293.18;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;5 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";5.0
21;21;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623122;Tiilikentänpolku 8 D50, Kaleva, Tampere;Kaleva;90620.0;226770.0;39.0;5814.62;233.4;118.95;352.35;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;5 / 7;2 h + kt + s;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";5.0
22;22;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623119;Tiilikentänpolku 8 D47, Kaleva, Tampere;Kaleva;86200.0;215700.0;35.5;6076.06;222.0;108.28;330.28;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;5 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";5.0
23;23;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15623117;Tiilikentänpolku 8 D45, Kaleva, Tampere;Kaleva;87475.0;218900.0;35.5;6166.2;225.3;108.28;333.58000000000004;KTV- ja laajakaistavastike 2,40/huoneisto/kk. Vesimaksuennakko 22,00/henkilö/kk, tasaus käytön mukaan. Pääomavastike arvioitu 2 % kokonaiskorolla, laina-aika 25 vuotta ja ensimmäiset 3 asumisvuotta lyhennysvapaata. Ennakkomarkkinointihinnastossa on arvioitu pääomavastikkeen määrä, kun lyhennykset alkavat.;5 / 7;2 h + kt;2.0;Arviolta 3/2022;False;;False;False;;;;;"Kalevan Divaani - nyt ennakkomarkkinoinnissa!

Mitä toivot asuinpaikaltasi? Tietenkin viihtyisää kotia, mutta luultavasti myös hyvää sijaintia ja arjen sujuvuutta, läheisiä palveluja sekä mahdollisuuksia helppoon liikkumiseen ja vapaa-ajan viettoon. Arvostat varmaan myös vihreitä puistomaisemia ja toisaalta nopeita kulkuyhteyksiä kaupungin ydinkeskustaan.

Kaikki tämä toteutuu Kalevan Divaanissa Kalevankulmassa, , joka tuo Kalevan kehittyvän paikalliskeskuksen tuntumaan 71 uutta kotia.. Tarjolla on käytännöllisen kodikkaita yksiöitä ja kaksioita sekä yli 60 m2:n perhekolmioita.

Divaanin asuntojen mukavuuksiin kuuluvat mm. oleskelutiloissa vesikiertoinen lattialämmitys ja helteitä helpottava viilennys. Asunnoissa ei siis ole tilaa vieviä seinäpattereita ja tämä helpottaa sisustamista. Jokaisella kodilla on huoneistokohtainen ilmanvaihto sekä oma piha tai parveke.

Käytössäsi ovat myös taloyhtiön saunaosasto, askarteluhuone, pyykkitupa ja kuivaushuone sekä erikoisuuksina asukkaiden yhteiskäyttöauto ja kiinteistöön sijoittuva postin Smartpost-automaatti. Omalle autollesi voit lunastaa pysäköintioikeuden kotikorttelin maanalaisesta parkkihallista.";5.0
